abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,korean_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Intimidate', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,3840,70,454,75,Eyeball Pok?mon,62,1000000,0.8,70,Amemothアメモ?ス,Masquerain,비나방,50,284,100,82,80,bug,flying,3.6,3,0
"['Effect Spore', 'Poison Heal', 'Quick Feet']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,295,255,Mushroom Pok?mon,60,1640000,0.4,60,Kinococoキノココ,Shroomish,버섯꼬,50,285,40,60,35,grass,,4.5,3,0
"['Effect Spore', 'Poison Heal', 'Technician']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,130,3840,70,460,90,Mushroom Pok?mon,80,1640000,1.2,60,Kinogassaキノガッサ,Breloom,버섯모,50,286,60,60,70,grass,fighting,39.2,3,0
['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,280,255,Slacker Pok?mon,60,1250000,0.8,60,Namakeroナマケロ,Slakoth,게을로,50,287,35,35,30,normal,,24,3,0
['Vital Spirit'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,440,120,Wild Monkey Pok?mon,80,1250000,1.4,80,Yarukimonoヤルキモノ,Vigoroth,발바로,50,288,55,55,90,normal,,46.5,3,0
['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,3840,70,670,45,Lazy Pok?mon,100,1250000,2,150,Kekkingケッキング,Slaking,게을킹,50,289,95,65,100,normal,,130.5,3,0
"['Compoundeyes', 'Run Away']",1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,3840,70,266,255,Trainee Pok?mon,90,600000,0.5,31,Tutininツチニン,Nincada,토중몬,50,290,30,30,40,bug,ground,5.5,3,0
"['Speed Boost', 'Infiltrator']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,90,3840,70,456,120,Ninja Pok?mon,45,600000,0.8,61,Tekkaninテッカニン,Ninjask,아이스크,50,291,50,50,160,bug,flying,12,3,0
['Wonder Guard'],0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,90,3840,70,236,45,Shed Pok?mon,45,600000,0.8,1,Nukeninヌケニン,Shedinja,껍질몬,,292,30,30,40,bug,ghost,1.2,3,0
"['Soundproof', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,51,5120,70,240,190,Whisper Pok?mon,23,1059860,0.6,64,Gonyonyoゴニョニョ,Whismur,소곤룡,50,293,51,23,28,normal,,16.3,3,0
"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,5120,70,360,120,Big Voice Pok?mon,43,1059860,1,84,Dogohmbドゴ?ム,Loudred,노공룡,50,294,71,43,48,normal,,40.5,3,0
"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,91,5120,70,490,45,Loud Noise Pok?mon,63,1059860,1.5,104,Bakuongバクオング,Exploud,폭음룡,50,295,91,73,68,normal,,84,3,0
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,60,5120,70,237,180,Guts Pok?mon,30,1640000,1,72,Makunoshitaマクノシタ,Makuhita,마크탕,75.4,296,20,30,25,fighting,,86.4,3,0
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,474,200,Arm Thrust Pok?mon,60,1640000,2.3,144,Hariteyamaハリテヤマ,Hariyama,하리뭉,75.4,297,40,60,50,fighting,,253.8,3,0
"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,20,2560,70,190,150,Polka Dot Pok?mon,40,800000,0.2,50,Ruririルリリ,Azurill,루리리,24.6,298,20,40,20,normal,fairy,2,3,0
"['Sturdy', 'Magnet Pull', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,5120,70,375,255,Compass Pok?mon,135,1000000,1,30,Nosepassノズパス,Nosepass,코코파스,50,299,45,90,30,rock,,97,3,0
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,260,255,Kitten Pok?mon,45,800000,0.6,50,Enecoエネコ,Skitty,에나비,24.6,300,35,35,50,normal,,11,3,0
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,3840,70,400,60,Prim Pok?mon,65,800000,1.1,70,Enekororoエネコロロ,Delcatty,델케티,24.6,301,55,55,90,normal,,32.6,3,0
"['Keen Eye', 'Stall', 'Prankster']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,85,6400,35,480,45,Darkness Pok?mon,125,1059860,0.5,50,Yamiramiヤミラミ,Sableye,깜까미,50,302,85,115,20,dark,ghost,11,3,0
"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,105,5120,70,480,45,Deceiver Pok?mon,125,800000,0.6,50,Kucheatクチ?ト,Mawile,입치트,50,303,55,95,50,steel,fairy,11.5,3,0
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,8960,35,330,180,Iron Armor Pok?mon,100,1250000,0.4,50,Cokodoraココドラ,Aron,가보리,50,304,40,40,30,steel,rock,60,3,0
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,90,8960,35,430,90,Iron Armor Pok?mon,140,1250000,0.9,60,Kodoraコドラ,Lairon,갱도라,50,305,50,50,40,steel,rock,120,3,0
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,140,8960,35,630,45,Iron Armor Pok?mon,230,1250000,2.1,70,Bossgodoraボスゴドラ,Aggron,보스로라,50,306,60,80,50,steel,rock,360,3,0
"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,40,5120,70,280,180,Meditate Pok?mon,55,1000000,0.6,30,Asananアサナン,Meditite,요가랑,50,307,40,55,60,fighting,psychic,11.2,3,0
"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,100,5120,70,510,90,Meditate Pok?mon,85,1000000,1.3,60,Charemチャ?レム,Medicham,요가램,50,308,80,85,100,fighting,psychic,31.5,3,0
"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,5120,70,295,120,Lightning Pok?mon,40,1250000,0.6,40,Rakuraiラクライ,Electrike,썬더라이,50,309,65,40,65,electric,,15.2,3,0
"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,5120,70,575,45,Discharge Pok?mon,80,1250000,1.5,70,Livoltライボルト,Manectric,썬더볼트,50,310,135,80,135,electric,,40.2,3,0
"['Plus', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,405,200,Cheering Pok?mon,40,1000000,0.4,60,Prasleプラスル,Plusle,플러시,50,311,85,75,95,electric,,4.2,3,0
"['Minus', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,5120,70,405,200,Cheering Pok?mon,50,1000000,0.4,60,Minunマイナン,Minun,마이농,50,312,75,85,95,electric,,4.2,3,0
"['Illuminate', 'Swarm', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,73,3840,70,430,150,Firefly Pok?mon,75,600000,0.7,65,Barubeatバルビ?ト,Volbeat,볼비트,100,313,47,85,85,bug,,17.7,3,0
"['Oblivious', 'Tinted Lens', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,47,3840,70,430,150,Firefly Pok?mon,75,1640000,0.6,65,Illumiseイルミ?ゼ,Illumise,네오비트,0,314,73,85,85,bug,,17.7,3,0
"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,60,5120,70,400,150,Thorn Pok?mon,45,1059860,0.3,50,Roseliaロゼリア,Roselia,로젤리아,50,315,100,80,65,grass,poison,2,3,0
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,43,5120,70,302,225,Stomach Pok?mon,53,1640000,0.4,70,Gokulinゴクリン,Gulpin,꼴깍몬,50,316,43,53,40,poison,,10.3,3,0
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,73,5120,70,467,75,Poison Bag Pok?mon,83,1640000,1.7,100,Marunoomマルノ?ム,Swalot,꿀꺽몬,50,317,73,83,55,poison,,80,3,0
"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,90,5120,35,305,225,Savage Pok?mon,20,1250000,0.8,45,Kibanhaキバニア,Carvanha,샤프니아,50,318,65,20,65,water,dark,20.8,3,0
"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,140,5120,35,560,60,Brutal Pok?mon,70,1250000,1.8,70,Samehaderサメハダ?,Sharpedo,샤크니아,50,319,110,65,105,water,dark,88.8,3,0
"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,10240,70,400,125,Ball Whale Pok?mon,35,1640000,2,130,Hoerukoホエルコ,Wailmer,고래왕자,50,320,70,35,60,water,,130,3,0
"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,90,10240,70,500,60,Float Whale Pok?mon,45,1640000,14.5,170,Whalohホエルオ?,Wailord,고래왕,50,321,90,45,60,water,,398,3,0
"['Oblivious', 'Simple', 'Own Tempo']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,60,5120,70,305,255,Numb Pok?mon,40,1000000,0.7,60,Donmelドンメル,Numel,둔타,50,322,65,45,35,fire,ground,24,3,0
"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,120,5120,70,560,150,Eruption Pok?mon,100,1000000,1.9,70,Bakuudaバク?ダ,Camerupt,폭타,50,323,145,105,20,fire,ground,220,3,0
"['White Smoke', 'Drought', 'Shell Armor']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,5120,70,470,90,Coal Pok?mon,140,1000000,0.5,70,Cotoiseコ?タス,Torkoal,코터스,50,324,85,70,20,fire,,80.4,3,0
"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,5120,70,330,255,Bounce Pok?mon,35,800000,0.7,60,Banebooバネブ?,Spoink,피그점프,50,325,70,80,60,psychic,,30.6,3,0
"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,470,60,Manipulate Pok?mon,65,800000,0.9,80,Boopigブ?ピッグ,Grumpig,피그킹,50,326,90,110,80,psychic,,71.5,3,0
"['Own Tempo', 'Tangled Feet', 'Contrary']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,360,255,Spot Panda Pok?mon,60,800000,1.1,60,Patcheelパッチ?ル,Spinda,얼루기,50,327,60,60,60,normal,,5,3,0
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,290,255,Ant Pit Pok?mon,45,1059860,0.7,45,Nuckrarナックラ?,Trapinch,톱치,50,328,45,45,10,ground,,15,3,0
['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,5120,70,340,120,Vibration Pok?mon,50,1059860,1.1,50,Vibravaビブラ?バ,Vibrava,비브라바,50,329,50,50,70,ground,dragon,15.3,3,0
['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,5120,70,520,45,Mystic Pok?mon,80,1059860,2,80,Flygonフライゴン,Flygon,플라이곤,50,330,80,80,100,ground,dragon,82,3,0
"['Sand Veil', 'Water Absorb']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,85,5120,35,335,190,Cactus Pok?mon,40,1059860,0.4,50,Saboneaサボネア,Cacnea,선인왕,50,331,85,40,35,grass,,51.3,3,0
"['Sand Veil', 'Water Absorb']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,115,5120,35,475,60,Scarecrow Pok?mon,60,1059860,1.3,70,Noctusノクタス,Cacturne,밤선인,50,332,115,60,55,grass,dark,77.4,3,0
"['Natural Cure', 'Cloud Nine']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,5120,70,310,255,Cotton Bird Pok?mon,60,600000,0.4,45,Tylttoチルット,Swablu,파비코,50,333,40,75,50,normal,flying,1.2,3,0
"['Natural Cure', 'Cloud Nine']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,110,5120,70,590,45,Humming Pok?mon,110,600000,1.1,75,Tyltalisチルタリス,Altaria,파비코리,50,334,110,105,80,dragon,flying,20.6,3,0
"['Immunity', 'Toxic Boost']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,458,90,Cat Ferret Pok?mon,60,600000,1.3,73,Zangooseザング?ス,Zangoose,장고,50,335,60,60,90,normal,,40.3,3,0
"['Shed Skin', 'Infiltrator']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,100,5120,70,458,90,Fang Snake Pok?mon,60,1640000,2.7,73,Habunakeハブネ?ク,Seviper,세비퍼,50,336,100,60,65,poison,,52.5,3,0
['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,55,6400,70,460,45,Meteorite Pok?mon,65,800000,1,90,Lunatoneルナト?ン,Lunatone,루나톤,,337,95,85,70,rock,psychic,168,3,0
['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,95,6400,70,460,45,Meteorite Pok?mon,85,800000,1.2,90,Solrockソルロック,Solrock,솔록,,338,55,65,70,rock,psychic,154,3,0
"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,48,5120,70,288,190,Whiskers Pok?mon,43,1000000,0.4,50,Dojoachドジョッチ,Barboach,미꾸리,50,339,46,41,60,water,ground,1.9,3,0
"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,78,5120,70,468,75,Whiskers Pok?mon,73,1000000,0.9,110,Namazunナマズン,Whiscash,메깅,50,340,76,71,60,water,ground,23.6,3,0
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,3840,70,308,205,Ruffian Pok?mon,65,1640000,0.6,43,Heiganiヘイガニ,Corphish,가재군,50,341,50,35,35,water,,11.5,3,0
"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,120,3840,70,468,155,Rogue Pok?mon,85,1640000,1.1,63,Shizarigerシザリガ?,Crawdaunt,가재장군,50,342,90,55,55,water,dark,32.8,3,0
['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,40,5120,70,300,255,Clay Doll Pok?mon,55,1000000,0.5,40,Yajilonヤジロン,Baltoy,오뚝군,,343,40,70,55,ground,psychic,21.5,3,0
['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,70,5120,70,500,90,Clay Doll Pok?mon,105,1000000,1.5,60,Nendollネンド?ル,Claydol,점토도리,,344,70,120,75,ground,psychic,108,3,0
"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,41,7680,70,355,45,Sea Lily Pok?mon,77,600000,1,66,Lilylaリリ?ラ,Lileep,릴링,88.1,345,61,87,23,rock,grass,23.8,3,0
"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,81,7680,70,495,45,Barnacle Pok?mon,97,600000,1.5,86,Yuradleユレイドル,Cradily,릴리요,88.1,346,81,107,43,rock,grass,60.4,3,0
"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,95,7680,70,355,45,Old Shrimp Pok?mon,50,600000,0.7,45,Anopthアノプス,Anorith,아노딥스,88.1,347,40,50,75,rock,bug,12.5,3,0
"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,125,7680,70,495,45,Plate Pok?mon,100,600000,1.5,75,Armaldoア?マルド,Armaldo,아말도,88.1,348,70,80,45,rock,bug,68.2,3,0
"['Swift Swim', 'Oblivious', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,15,5120,70,200,255,Fish Pok?mon,20,600000,0.6,20,Hinbassヒンバス,Feebas,빈티나,50,349,10,55,80,water,,7.4,3,0
"['Marvel Scale', 'Competitive', 'Cute Charm']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,5120,70,540,60,Tender Pok?mon,79,600000,6.2,95,Milokarossミロカロス,Milotic,밀로틱,50,350,100,125,81,water,,162,3,0
['Forecast'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,6400,70,420,45,Weather Pok?mon,70,1000000,0.3,70,Powalenポワルン,Castform,캐스퐁,50,351,70,70,70,normal,,0.8,3,0
"['Color Change', 'Protean']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,90,5120,70,440,200,Color Swap Pok?mon,70,1059860,1,60,Kakureonカクレオン,Kecleon,켈리몬,50,352,60,120,40,normal,,22,3,0
"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,75,6400,35,295,225,Puppet Pok?mon,35,800000,0.6,44,Kagebouzuカゲボウズ,Shuppet,어둠대신,50,353,63,33,45,ghost,,2.3,3,0
"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,165,6400,35,555,45,Marionette Pok?mon,75,800000,1.1,64,Juppetaジュペッタ,Banette,다크펫,50,354,93,83,75,ghost,,12.5,3,0
"['Levitate', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,40,6400,35,295,190,Requiem Pok?mon,90,800000,0.8,20,Yomawaruヨマワル,Duskull,해골몽,50,355,30,90,25,ghost,,15,3,0
"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,70,6400,35,455,90,Beckon Pok?mon,130,800000,1.6,40,Samayouruサマヨ?ル,Dusclops,미라몽,50,356,60,130,25,ghost,,30.6,3,0
"['Chlorophyll', 'Solar Power', 'Harvest']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,68,6400,70,460,200,Fruit Pok?mon,83,1250000,2,99,Tropiusトロピウス,Tropius,트로피우스,50,357,72,87,51,grass,flying,100,3,0
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,6400,70,455,45,Wind Chime Pok?mon,80,800000,0.6,75,Chireanチリ?ン,Chimecho,치렁,50,358,95,90,65,psychic,,1,3,0
"['Pressure', 'Super Luck', 'Justified']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,150,6400,35,565,30,Disaster Pok?mon,60,1059860,1.2,65,Absolアブソル,Absol,앱솔,50,359,115,60,115,dark,,47,3,0
"['Shadow Tag', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,23,5120,70,260,125,Bright Pok?mon,48,1000000,0.6,95,Sohnanoソ?ナノ,Wynaut,마자,50,360,23,48,23,psychic,,14,3,0
"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,300,190,Snow Hat Pok?mon,50,1000000,0.7,50,Yukiwarashiユキワラシ,Snorunt,눈꼬마,50,361,50,50,50,ice,,16.8,3,0
"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,120,5120,70,580,75,Face Pok?mon,80,1000000,1.5,80,Onigohriオニゴ?リ,Glalie,얼음귀신,50,362,120,80,100,ice,,256.5,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,40,5120,70,290,255,Clap Pok?mon,50,1059860,0.8,70,Tamazarashiタマザラシ,Spheal,대굴레오,50,363,55,50,25,ice,water,39.5,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,60,5120,70,410,120,Ball Roll Pok?mon,70,1059860,1.1,90,Todogglerトドグラ?,Sealeo,씨레오,50,364,75,70,45,ice,water,87.6,3,0
"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,80,5120,70,530,45,Ice Break Pok?mon,90,1059860,1.4,110,Todoserugaトドゼルガ,Walrein,씨카이저,50,365,95,90,65,ice,water,150.6,3,0
"['Shell Armor', 'Rattled']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,5120,70,345,255,Bivalve Pok?mon,85,600000,0.4,35,Pearluluパ?ルル,Clamperl,진주몽,50,366,74,55,32,water,,52.5,3,0
"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,104,5120,70,485,60,Deep Sea Pok?mon,105,600000,1.7,55,Huntailハンテ?ル,Huntail,헌테일,50,367,94,75,52,water,,27,3,0
"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,84,5120,70,485,60,South Sea Pok?mon,105,600000,1.8,55,Sakurabyssサクラビス,Gorebyss,분홍장이,50,368,114,75,52,water,,22.6,3,0
"['Swift Swim', 'Rock Head', 'Sturdy']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,10240,70,485,25,Longevity Pok?mon,130,1250000,1,100,Glanthジ?ランス,Relicanth,시라칸,88.1,369,45,65,55,water,rock,23.4,3,0
"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,30,5120,70,330,225,Rendezvous Pok?mon,55,800000,0.6,43,Lovecusラブカス,Luvdisc,사랑동이,24.6,370,40,65,97,water,,8.7,3,0
"['Rock Head', 'Sheer Force']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,300,45,Rock Head Pok?mon,60,1250000,0.6,45,Tatsubayタツベイ,Bagon,아공이,50,371,40,30,50,dragon,,42.1,3,0
"['Rock Head', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,95,10240,35,420,45,Endurance Pok?mon,100,1250000,1.1,65,Komoruuコモル?,Shelgon,쉘곤,50,372,60,50,50,dragon,,110.5,3,0
"['Intimidate', 'Moxie']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,145,10240,35,700,45,Dragon Pok?mon,130,1250000,1.5,95,Bohmanderボ?マンダ,Salamence,보만다,50,373,120,90,120,dragon,flying,102.6,3,0
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,55,10240,35,300,3,Iron Ball Pok?mon,80,1250000,0.6,40,Dumbberダンバル,Beldum,메탕,,374,35,60,30,steel,psychic,95.2,3,0
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,75,10240,35,420,3,Iron Claw Pok?mon,100,1250000,1.2,60,Metangメタング,Metang,메탕구,,375,55,80,50,steel,psychic,202.5,3,0
"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,145,10240,35,700,3,Iron Leg Pok?mon,150,1250000,1.6,80,Metagrossメタグロス,Metagross,메타그로스,,376,105,110,110,steel,psychic,550,3,0
"['Clear Body', 'Sturdy']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,20480,35,580,3,Rock Peak Pok?mon,200,1250000,1.7,80,Regirockレジロック,Regirock,레지락,,377,50,100,50,rock,,230,3,1
"['Clear Body', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,20480,35,580,3,Iceberg Pok?mon,100,1250000,1.8,80,Regiceレジアイス,Regice,레지아이스,,378,100,200,50,ice,,175,3,1
"['Clear Body', 'Light Metal']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,20480,35,580,3,Iron Pok?mon,150,1250000,1.9,80,Registeelレジスチル,Registeel,레지스틸,,379,75,150,50,steel,,205,3,1
['Levitate'],2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5,100,30720,90,700,3,Eon Pok?mon,120,1250000,1.4,80,Latiasラティアス,Latias,라티아스,0,380,140,150,110,dragon,psychic,40,3,1
